Student_ID,Age,Gender,High_School_GPA,SAT_Score,University_Ranking,University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Current_Job_Level,Work_Life_Balance,Entrepreneurship,PC1,PC2
S00027,0.0,Female,0.125,0.19428571428571417,0.990990990990991,0.010000000000000009,Arts,0.25,1.0,0.4,0.0,0.4444444444444445,0.6000000000000001,0.2578947368421053,0.7777777777777777,0.75,Entry,0.6666666666666665,No,0.11787247503972559,-0.38856861024713146
S00028,0.9999999999999998,Female,0.905,0.3514285714285714,0.6096096096096096,0.21999999999999997,Engineering,0.0,0.6666666666666666,0.0,0.7777777777777777,0.1111111111111111,0.4,0.21052631578947367,0.4444444444444445,0.0,Entry,0.3333333333333333,No,-0.6361776225746555,-0.26874383622365
S00029,0.8181818181818181,Male,0.865,0.6285714285714286,0.21521521521521522,0.665,Medicine,0.25,0.0,0.6000000000000001,0.0,0.8888888888888888,0.6000000000000001,0.33289473684210524,0.7777777777777777,0.25,Mid,0.5555555555555556,No,-0.20801511694212832,-0.09747755237468664
S00030,0.45454545454545436,Female,0.4650000000000001,0.06285714285714272,0.6356356356356356,0.895,Mathematics,1.0,0.1111111111111111,1.0,0.7777777777777777,0.0,0.0,0.17500000000000004,0.2222222222222222,1.0,Executive,0.3333333333333333,No,0.44811207159975264,0.15421618505679957
S00031,0.9999999999999998,Female,0.7450000000000001,0.9385714285714284,0.5845845845845846,0.685,Engineering,0.5,0.5555555555555556,0.2,0.8888888888888888,0.4444444444444445,0.0,0.32236842105263164,1.0,0.25,Senior,0.1111111111111111,No,-0.4879816962484338,-0.05644223125701217
S00032,0.7272727272727273,Female,0.6200000000000001,0.9814285714285715,0.3653653653653654,0.41500000000000004,Business,0.0,0.8888888888888888,0.2,0.0,0.2222222222222222,0.4,0.2171052631578947,0.5555555555555556,0.5,Entry,0.1111111111111111,No,-0.16101888892785682,-0.4679520155677176
S00033,0.0,Male,0.8049999999999999,0.7899999999999998,0.8898898898898899,0.3600000000000001,Engineering,1.0,0.8888888888888888,0.4,0.6666666666666665,0.7777777777777777,0.6000000000000001,0.06315789473684208,0.5555555555555556,0.25,Mid,0.3333333333333333,No,-0.08901666522705536,0.5664653829100942
S00034,0.909090909090909,Male,0.42999999999999994,0.12571428571428567,0.6416416416416416,0.74,Law,1.0,0.7777777777777777,1.0,0.4444444444444445,0.7777777777777777,0.6000000000000001,0.2578947368421053,0.3333333333333333,0.25,Entry,0.4444444444444445,No,-0.12125663690924215,0.6070191807760213
S00035,0.909090909090909,Female,0.7849999999999999,0.3242857142857143,0.4684684684684685,0.74,Engineering,0.25,0.2222222222222222,0.4,0.7777777777777777,0.0,0.6000000000000001,0.0,0.4444444444444445,0.75,Entry,0.0,Yes,0.22372639331501082,-0.23714335907409947
S00036,0.8181818181818181,Female,0.45999999999999996,0.41428571428571415,0.41741741741741745,0.605,Medicine,0.75,0.1111111111111111,0.0,0.3333333333333333,0.3333333333333333,0.0,0.5960526315789474,0.6666666666666665,0.75,Entry,0.2222222222222222,No,0.0578884500713381,-0.13887399098412517
S00037,0.9999999999999998,Female,0.94,0.6014285714285714,0.02602602602602603,0.29000000000000004,Engineering,0.75,0.0,1.0,0.1111111111111111,1.0,0.2,0.4276315789473685,0.0,1.0,Executive,0.4444444444444445,No,0.46362442696294875,0.029692889932781172
S00038,0.9999999999999998,Female,0.4850000000000001,0.09428571428571408,0.6766766766766767,0.925,Arts,0.75,0.8888888888888888,0.8,0.6666666666666665,0.7777777777777777,0.2,0.23684210526315785,0.7777777777777777,0.5,Entry,0.7777777777777777,No,-0.18161798109669855,0.13782332060098892
S00039,0.18181818181818188,Female,0.4650000000000001,0.357142857142857,0.4544544544544545,0.55,Computer Science,0.75,0.4444444444444444,0.8,0.6666666666666665,0.8888888888888888,0.6000000000000001,0.0,0.2222222222222222,0.5,Entry,0.3333333333333333,Yes,0.10846887861629358,0.30520326628193317
S00040,0.9999999999999998,Female,0.7849999999999999,0.05714285714285694,0.9179179179179179,0.79,Business,0.5,0.2222222222222222,1.0,0.7777777777777777,0.8888888888888888,0.6000000000000001,0.3315789473684211,0.6666666666666665,1.0,Entry,0.5555555555555556,Yes,0.41901084641917696,-0.12139835436295592
S00041,0.5454545454545452,Female,0.8200000000000001,0.1399999999999999,0.5795795795795796,0.21500000000000008,Law,0.0,1.0,0.8,0.8888888888888888,0.1111111111111111,0.8,0.37368421052631584,0.8888888888888888,0.0,Mid,0.3333333333333333,No,-0.4977083828484446,-0.03906808721247597
S00042,0.2727272727272727,Female,0.5549999999999999,0.4357142857142857,0.013013013013013013,0.345,Mathematics,0.0,1.0,0.0,0.5555555555555556,0.8888888888888888,0.4,0.4118421052631579,0.1111111111111111,0.25,Entry,0.4444444444444445,No,-0.4342314667014292,-0.3519856959457339
S00043,0.7272727272727273,Female,0.17999999999999994,0.6499999999999999,0.09709709709709709,0.875,Medicine,0.5,0.4444444444444444,0.6000000000000001,0.2222222222222222,0.7777777777777777,0.0,0.1763157894736842,1.0,0.75,Senior,0.6666666666666665,No,-0.029690359756779153,-0.2800789991832513
S00044,0.18181818181818188,Male,0.47,0.8428571428571427,0.2782782782782783,0.050000000000000044,Mathematics,0.25,0.2222222222222222,0.8,0.4444444444444445,0.8888888888888888,0.8,0.3710526315789474,1.0,1.0,Entry,0.7777777777777777,Yes,0.5060791462418107,-0.2872978396210283
S00045,0.36363636363636354,Male,0.97,0.4285714285714284,0.93993993993994,0.51,Mathematics,0.0,0.8888888888888888,0.8,0.2222222222222222,0.8888888888888888,0.6000000000000001,0.7065789473684212,0.6666666666666665,1.0,Entry,1.0,Yes,0.3279313420527395,-0.5717637485128158
S00046,0.18181818181818188,Female,0.7549999999999999,0.2828571428571427,0.4894894894894895,0.48,Engineering,1.0,0.0,1.0,1.0,0.2222222222222222,1.0,0.22631578947368425,0.0,0.75,Mid,1.0,No,0.6936356182086655,0.6114082130804597
S00047,0.5454545454545452,Male,0.81,0.9399999999999997,0.984984984984985,0.75,Engineering,0.0,0.0,0.2,0.8888888888888888,0.4444444444444445,0.2,0.5328947368421053,0.4444444444444445,0.75,Entry,0.7777777777777777,No,0.054797909689054784,-0.6381703710642632
S00048,0.36363636363636354,Male,0.03499999999999992,0.6957142857142855,0.960960960960961,0.28,Engineering,0.5,0.2222222222222222,0.2,0.4444444444444445,0.2222222222222222,0.2,0.3263157894736842,0.6666666666666665,0.0,Mid,0.6666666666666665,Yes,-0.5384189776915304,-0.011568776224737367
S00049,0.7272727272727273,Male,0.47,0.1499999999999999,0.8828828828828829,0.21999999999999997,Business,0.25,0.5555555555555556,0.6000000000000001,0.6666666666666665,0.5555555555555556,0.8,0.3013157894736842,0.4444444444444445,0.5,Mid,0.3333333333333333,Yes,-0.0031299812824208714,-0.11800553923737701
S00050,0.5454545454545452,Male,0.645,0.5714285714285714,0.7587587587587588,0.925,Law,0.0,0.1111111111111111,1.0,1.0,1.0,0.2,0.35526315789473684,0.4444444444444445,0.75,Mid,0.3333333333333333,No,-0.00406962631686156,-0.524217507238856
S00051,0.09090909090909083,Male,0.8300000000000001,0.6799999999999999,0.6236236236236237,0.5700000000000001,Computer Science,0.5,0.0,0.4,0.6666666666666665,0.4444444444444445,0.2,0.22368421052631582,0.5555555555555556,1.0,Senior,0.1111111111111111,No,0.3897078793490674,-0.2787688329168191
S00052,0.2727272727272727,Male,0.050000000000000044,0.17285714285714282,0.2062062062062062,0.10499999999999998,Arts,1.0,0.7777777777777777,0.0,0.6666666666666665,0.1111111111111111,1.0,0.3565789473684211,1.0,0.25,Senior,0.8888888888888888,No,0.008867000436617197,0.5907938446163828
S00053,0.7272727272727273,Female,0.8500000000000001,0.10857142857142854,0.8638638638638639,0.19500000000000006,Law,0.75,1.0,0.8,1.0,0.2222222222222222,0.4,0.5197368421052632,1.0,0.0,Mid,0.5555555555555556,Yes,-0.5140856594823826,0.4440864018347996
S00054,0.9999999999999998,Female,0.55,0.4442857142857142,0.8458458458458459,1.0,Arts,1.0,0.8888888888888888,1.0,0.3333333333333333,0.6666666666666665,0.6000000000000001,0.5065789473684211,0.5555555555555556,0.25,Executive,0.2222222222222222,No,-0.12296815328062287,0.6024903937064013
S00055,0.09090909090909083,Male,0.19500000000000006,0.15857142857142859,0.23223223223223222,0.19500000000000006,Mathematics,1.0,1.0,1.0,0.3333333333333333,1.0,0.8,0.5552631578947369,1.0,0.25,Entry,0.2222222222222222,No,-0.10699704154792804,0.6515047833595076
S00056,0.8181818181818181,Male,0.31499999999999995,0.9728571428571426,0.5725725725725725,0.6100000000000001,Law,0.25,0.0,0.0,0.2222222222222222,1.0,1.0,0.20526315789473681,0.1111111111111111,0.5,Senior,0.0,Yes,0.14336520970591435,-0.14456278204543935
S00057,0.7272727272727273,Female,0.28,0.7385714285714287,0.5965965965965966,0.41999999999999993,Medicine,0.0,0.2222222222222222,0.2,0.3333333333333333,0.4444444444444445,0.0,0.34078947368421053,1.0,0.25,Entry,0.1111111111111111,No,-0.5799615142900819,-0.5715158694511865
S00058,0.8181818181818181,Male,0.53,0.2799999999999998,0.6946946946946947,0.885,Computer Science,0.75,0.4444444444444444,0.0,0.8888888888888888,0.2222222222222222,0.0,0.7592105263157896,1.0,1.0,Entry,0.4444444444444445,No,0.2052371764557083,-0.21821943787062714
S00059,0.36363636363636354,Female,0.050000000000000044,0.13857142857142857,0.23823823823823823,0.7549999999999999,Computer Science,0.5,0.6666666666666666,0.2,0.4444444444444445,0.3333333333333333,1.0,0.13684210526315788,0.8888888888888888,1.0,Senior,0.8888888888888888,No,0.5620275346212088,-0.11922826346784135
S00060,0.09090909090909083,Female,0.15999999999999992,0.6542857142857141,0.24924924924924927,0.595,Business,0.75,1.0,0.0,0.5555555555555556,0.5555555555555556,0.6000000000000001,0.30657894736842106,0.2222222222222222,0.75,Entry,0.2222222222222222,No,0.27146183070377305,0.12113864277541557
S00061,0.2727272727272727,Female,0.815,0.32714285714285696,0.5825825825825826,0.010000000000000009,Law,0.0,0.3333333333333333,0.2,0.3333333333333333,0.7777777777777777,0.0,0.08947368421052632,0.0,0.5,Entry,0.6666666666666665,No,-0.2780329140832048,-0.6108617172791997
S00062,0.9999999999999998,Male,0.135,0.23857142857142843,0.7397397397397397,0.8799999999999999,Engineering,0.25,0.5555555555555556,0.0,0.0,0.6666666666666665,1.0,0.35,0.0,0.75,Entry,0.5555555555555556,No,0.3025107378084172,-0.2857917771955401
S00063,0.9999999999999998,Female,0.2350000000000001,0.010000000000000009,0.5965965965965966,0.44500000000000006,Computer Science,0.0,0.0,0.8,0.6666666666666665,0.2222222222222222,0.2,0.5342105263157895,0.8888888888888888,0.25,Entry,0.2222222222222222,No,-0.49104730762004944,-0.4263989934681069
S00064,0.5454545454545452,Male,0.45500000000000007,0.24428571428571422,0.3053053053053053,0.9299999999999999,Law,0.5,0.3333333333333333,0.8,0.6666666666666665,0.1111111111111111,0.4,0.6671052631578948,0.5555555555555556,1.0,Entry,0.3333333333333333,Yes,0.43380019896126826,-0.16083341977973106
S00065,0.9999999999999998,Female,0.5149999999999999,0.5128571428571427,1.0,0.4950000000000001,Engineering,0.75,0.7777777777777777,0.6000000000000001,0.5555555555555556,0.2222222222222222,0.8,0.13157894736842107,0.6666666666666665,0.75,Entry,0.4444444444444445,No,0.33943964604203186,0.20903374771253638
S00066,0.6363636363636365,Female,0.7649999999999999,0.27714285714285714,0.9079079079079079,0.6950000000000001,Business,1.0,0.4444444444444444,0.0,0.3333333333333333,0.4444444444444445,0.8,0.16578947368421054,0.1111111111111111,1.0,Mid,0.1111111111111111,No,0.6596911678429289,0.24629632543946225
S00067,0.18181818181818188,Male,0.44500000000000006,0.3828571428571428,0.4624624624624625,0.07000000000000006,Mathematics,0.0,0.7777777777777777,0.4,1.0,0.6666666666666665,0.2,0.6407894736842106,0.0,0.75,Mid,0.7777777777777777,Yes,-0.026710330279610492,-0.5594016187558822
S00068,0.0,Male,0.79,0.02571428571428558,0.7827827827827828,0.7450000000000001,Mathematics,0.25,0.0,0.6000000000000001,0.7777777777777777,0.7777777777777777,0.6000000000000001,0.0,0.1111111111111111,0.0,Mid,0.6666666666666665,No,-0.3823018175847279,0.027454256497881354
S00069,0.2727272727272727,Male,0.6200000000000001,0.5042857142857142,0.9129129129129129,0.3400000000000001,Law,0.25,1.0,0.0,0.7777777777777777,0.5555555555555556,0.4,0.20263157894736838,0.2222222222222222,0.5,Entry,0.8888888888888888,No,-0.1423305774970655,-0.2821384159490925
S00070,0.09090909090909083,Female,0.11499999999999999,0.0685714285714285,0.8018018018018018,0.3500000000000001,Law,0.75,0.8888888888888888,0.4,0.0,0.1111111111111111,0.0,0.5210526315789474,0.2222222222222222,0.75,Senior,0.7777777777777777,No,0.08700619214691167,-0.1199702276409069
S00071,0.6363636363636365,Male,0.15500000000000003,0.6614285714285713,0.23523523523523523,0.1200000000000001,Medicine,1.0,0.3333333333333333,0.8,0.8888888888888888,0.1111111111111111,0.8,0.0,0.7777777777777777,0.25,Entry,0.6666666666666665,No,0.04075203275644927,0.6825833454582518
S00072,0.2727272727272727,Female,0.43500000000000005,0.5071428571428571,0.2902902902902903,0.14500000000000002,Law,0.5,0.8888888888888888,0.8,0.7777777777777777,1.0,0.8,0.12236842105263157,0.3333333333333333,1.0,Entry,0.8888888888888888,No,0.5140915346935934,-0.011903852625402188
S00073,0.09090909090909083,Male,0.395,0.2242857142857142,0.03803803803803804,0.18500000000000005,Medicine,1.0,0.7777777777777777,1.0,0.1111111111111111,0.4444444444444445,0.6000000000000001,0.5776315789473685,0.0,1.0,Senior,1.0,No,0.6747584272558941,0.35060444240984046
S00074,0.45454545454545436,Female,0.7450000000000001,0.09285714285714275,0.997997997997998,0.33000000000000007,Engineering,0.75,0.7777777777777777,0.8,0.8888888888888888,0.4444444444444445,0.4,0.0,0.1111111111111111,0.5,Mid,0.4444444444444445,No,0.00840214779343,0.257328419219038
S00075,0.45454545454545436,Female,0.5800000000000001,0.8142857142857143,0.7177177177177178,0.8899999999999999,Mathematics,1.0,0.1111111111111111,1.0,0.3333333333333333,0.0,1.0,0.0,0.8888888888888888,0.5,Executive,0.2222222222222222,No,0.4169770484498055,0.6269079522168064
S00076,0.8181818181818181,Female,0.3899999999999999,0.4385714285714284,0.18218218218218218,0.3700000000000001,Engineering,0.75,0.2222222222222222,0.4,1.0,0.0,0.0,0.49473684210526314,0.1111111111111111,0.0,Entry,0.5555555555555556,No,-0.5096261838781785,0.3106224842644454
S00077,0.2727272727272727,Female,0.16999999999999993,0.48,0.6986986986986987,0.7250000000000001,Mathematics,1.0,1.0,0.2,0.5555555555555556,0.8888888888888888,0.8,0.65,0.8888888888888888,0.75,Mid,0.8888888888888888,No,0.3232180440710338,0.33211838129877364
S00078,0.45454545454545436,Male,0.2250000000000001,0.9571428571428571,0.6446446446446447,0.08499999999999996,Mathematics,0.0,0.8888888888888888,0.0,0.1111111111111111,0.6666666666666665,0.8,0.611842105263158,0.4444444444444445,0.0,Entry,0.5555555555555556,No,-0.4822598750796179,-0.2265604658341013
S00079,0.09090909090909083,Male,0.575,0.17142857142857126,0.029029029029029027,0.5900000000000001,Computer Science,0.25,0.2222222222222222,0.6000000000000001,1.0,0.7777777777777777,0.0,0.0,0.3333333333333333,0.75,Senior,0.2222222222222222,Yes,-0.025870847040653244,-0.3842464680570152
S00080,0.8181818181818181,Female,0.42500000000000004,0.5757142857142856,0.3873873873873874,0.48,Business,0.75,0.7777777777777777,1.0,0.3333333333333333,0.4444444444444445,0.4,0.6171052631578947,0.3333333333333333,0.75,Entry,0.1111111111111111,No,0.23398329296044265,0.17994454043759947
S00081,0.9999999999999998,Male,0.5149999999999999,0.9228571428571428,0.7667667667667668,0.98,Medicine,0.75,0.4444444444444444,0.6000000000000001,0.1111111111111111,0.2222222222222222,0.4,0.3447368421052631,0.2222222222222222,0.5,Entry,0.4444444444444445,No,0.09244195530171025,0.18498779327758338
S00082,0.09090909090909083,Male,0.16999999999999993,0.8099999999999998,0.14214214214214213,0.845,Mathematics,0.25,0.6666666666666666,0.8,0.8888888888888888,0.2222222222222222,0.4,0.16973684210526319,0.1111111111111111,0.5,Entry,0.7777777777777777,No,0.003244975345236429,-0.11917620832176877
S00083,0.8181818181818181,Male,0.665,0.13571428571428568,0.6146146146146146,0.45500000000000007,Computer Science,0.5,0.3333333333333333,0.2,0.8888888888888888,0.2222222222222222,0.8,0.14473684210526316,0.7777777777777777,0.75,Mid,0.7777777777777777,No,0.2902277179753678,-0.03956702242298725
S00084,0.2727272727272727,Male,0.855,0.16142857142857125,0.4184184184184184,0.7749999999999999,Arts,0.75,0.7777777777777777,1.0,0.4444444444444445,0.0,1.0,0.4671052631578948,0.5555555555555556,0.5,Entry,0.0,No,0.29706540628411654,0.48481558664944546
S00085,0.6363636363636365,Male,0.26,0.6114285714285714,0.07307307307307306,0.19500000000000006,Computer Science,0.0,0.3333333333333333,0.0,0.2222222222222222,0.2222222222222222,0.2,0.4157894736842106,0.8888888888888888,0.75,Executive,0.2222222222222222,No,-0.0507018477011827,-0.6957154413279361
S00086,0.5454545454545452,Female,0.49,0.7699999999999998,0.05405405405405406,0.56,Engineering,1.0,0.4444444444444444,1.0,0.2222222222222222,0.1111111111111111,0.8,0.6065789473684211,0.1111111111111111,0.5,Senior,0.4444444444444445,No,0.3717754812825964,0.6399260105005983
S00087,0.9999999999999998,Male,0.9750000000000001,0.0014285714285713347,0.9619619619619619,0.07499999999999996,Arts,0.0,0.0,0.0,0.0,0.7777777777777777,0.6000000000000001,0.20526315789473681,0.0,0.25,Senior,0.0,No,-0.31493323935887924,-0.4113970687399739
S00088,0.7272727272727273,Female,0.33499999999999996,0.3014285714285714,0.7477477477477478,0.3500000000000001,Computer Science,0.75,1.0,0.6000000000000001,0.7777777777777777,1.0,0.6000000000000001,0.23289473684210527,0.7777777777777777,0.75,Senior,0.5555555555555556,No,0.1516364350940488,0.14434111408447597
S00089,0.6363636363636365,Male,0.595,0.8271428571428572,0.5715715715715716,0.2250000000000001,Law,0.5,0.7777777777777777,0.6000000000000001,0.2222222222222222,1.0,1.0,0.4881578947368421,0.7777777777777777,1.0,Senior,0.3333333333333333,No,0.5550006645015798,-0.03665453418659316
S00090,0.36363636363636354,Female,0.09000000000000008,0.9128571428571426,0.023023023023023025,0.72,Business,0.75,0.6666666666666666,0.6000000000000001,0.3333333333333333,0.5555555555555556,0.8,0.17236842105263162,0.4444444444444445,0.25,Senior,0.8888888888888888,Yes,-0.0012582798901951398,0.43284908560591573
S00091,0.09090909090909083,Male,0.605,0.4742857142857142,0.987987987987988,0.49,Medicine,0.5,0.4444444444444444,0.0,0.1111111111111111,0.4444444444444445,0.8,0.49078947368421055,0.1111111111111111,0.0,Senior,0.1111111111111111,No,-0.28120371378402637,0.18776713792554256
S00092,0.36363636363636354,Female,0.09000000000000008,0.032857142857142696,0.02102102102102102,0.75,Law,0.25,0.5555555555555556,1.0,0.7777777777777777,0.0,0.0,0.10921052631578948,1.0,0.5,Senior,1.0,No,-0.2537451320450875,-0.2980736282351493
S00093,0.6363636363636365,Female,0.96,0.5242857142857142,0.42742742742742745,0.5149999999999999,Arts,1.0,0.0,0.6000000000000001,0.2222222222222222,0.1111111111111111,0.4,0.7315789473684211,0.4444444444444445,0.0,Entry,0.4444444444444445,No,-0.23697573707844735,0.610537538340054
S00094,0.8181818181818181,Male,0.7150000000000001,0.7214285714285713,0.031031031031031032,0.08499999999999996,Mathematics,0.0,0.7777777777777777,0.0,0.1111111111111111,0.1111111111111111,1.0,0.7223684210526315,0.7777777777777777,1.0,Entry,0.4444444444444445,No,0.4872861354204451,-0.49210586717598676
